split,raw_cov,conformal_cov,raw_width,conformal_width,raw_interval_score,conformal_interval_score
assay,0.2573849227582485,0.7944875637158942,0.639807073873097,3.5921616510833654,13.866932854756088,6.354869440739415
random,0.34779270556355024,0.9033212209096144,0.8017267600487357,4.833094368626011,8.642177395620774,5.800745630708441
scaffold,0.26786237639209204,0.8735661523689655,0.716382904951013,4.442704623673463,10.177418545230257,5.8284907663268
