censored_weight,acc_mae,viol_violation_rate
0.1,0.5212690341829391,0.5714519893886985
0.25,0.5266327559059814,0.5220225905578305
0.5,0.5297155622448401,0.48552840960112037
0.75,0.53193348047036,0.46435470484876146
1.0,0.5321121827045965,0.4563139049856716
2.0,0.5393723460218678,0.42812212324084503
4.0,0.5419130097666168,0.42404532611664264
8.0,0.5382379003877775,0.4251266938050196
