endpoint,granularity,split,treatment,seed,eps,tau,dist,n_train,n_test,threshold,acc_mae,acc_rmse,acc_spearman,acc_n_exact,viol_violation_rate,viol_right_violation_rate,viol_left_violation_rate,viol_n_censored,dec_threshold,dec_false_safe_rate,dec_false_liability_rate,dec_balanced_accuracy,dec_decision_regret,dec_n_resolvable,dec_n_positive,dec_n_negative,cov90,cov90_width,exceed_ece,split_kind,fold,feature_set,anchor_weight
hERG_IC50,measurement,random_fold4,satisficing,0,0.02,0.85,gaussian,13293,3323,5.281913904065232,0.443543403910077,0.6511762934708512,0.7333332127082242,2350,0.3638232271325796,0.2340425531914893,0.3704103671706263,973,5.281913904065232,0.2236734693877551,0.1562036579337617,0.8100614363392415,0.1870129277640813,3248,1225,2023,0.4327659574468085,0.6021941464667445,0.1373542152390458,random,4,morgan,0.0
hERG_IC50,measurement,random_fold4,satisficing,1,0.02,0.85,gaussian,13293,3323,5.281913904065232,0.4518026503724063,0.6695554123048232,0.7383678689245285,2350,0.2805755395683453,0.2340425531914893,0.2829373650107991,973,5.281913904065232,0.28,0.1008403361344537,0.8095798319327732,0.1781111201139627,3248,1225,2023,0.4434042553191489,0.6306308778894144,0.1230587855781325,random,4,morgan,0.0
hERG_Ki,measurement,random_fold0,satisficing,0,0.02,0.85,gaussian,2186,547,5.450018872843044,0.4345316707732242,0.6409832035870047,0.7612572025936796,349,0.1767676767676767,0.2857142857142857,0.1684782608695652,198,5.450018872843044,0.1823529411764705,0.0744985673352435,0.8715742457441429,0.1180077983273967,519,170,349,0.4613180515759312,0.4697895217930896,0.0936734094347382,random,0,morgan,0.0
hERG_Ki,measurement,random_fold0,satisficing,1,0.02,0.85,gaussian,2186,547,5.450018872843044,0.4313779923026312,0.63015795795808,0.7706427792382732,349,0.1969696969696969,0.3571428571428571,0.1847826086956521,198,5.450018872843044,0.1823529411764705,0.0773638968481375,0.870141580987696,0.1190687988453111,519,170,349,0.3839541547277937,0.3867611682009627,0.0981750368006307,random,0,morgan,0.0
hERG_Ki,measurement,random_fold1,satisficing,0,0.02,0.85,gaussian,2186,547,5.463008295879135,0.5026367203378103,0.7589802016399957,0.7282283782307349,371,0.1647727272727272,0.2,0.1637426900584795,176,5.463008295879135,0.3085714285714285,0.0424929178470254,0.824467826790773,0.1401692354047896,528,175,353,0.3881401617250674,0.4504126422150505,0.1216963903241389,random,1,morgan,0.0
hERG_Ki,measurement,random_fold1,satisficing,1,0.02,0.85,gaussian,2186,547,5.463008295879135,0.5483225290658577,0.7895531179395333,0.744278334230547,371,0.1647727272727272,0.2,0.1637426900584795,176,5.463008295879135,0.32,0.0481586402266288,0.8159206798866856,0.1450764825712869,528,175,353,0.3827493261455525,0.575938895142732,0.1192180063318983,random,1,morgan,0.0
hERG_Ki,measurement,random_fold2,satisficing,0,0.02,0.85,gaussian,2186,547,5.460832452985943,0.4125164688411256,0.6224977822545289,0.788037741357271,385,0.2962962962962963,0.1176470588235294,0.3172413793103448,162,5.460832452985943,0.2021857923497267,0.1641791044776119,0.8168175515863306,0.1716820897021567,518,183,335,0.4701298701298701,0.469208533685705,0.1483765065809981,random,2,morgan,0.0
hERG_Ki,measurement,random_fold2,satisficing,1,0.02,0.85,gaussian,2186,547,5.460832452985943,0.407159528779597,0.6055304447875534,0.7975758967678657,385,0.2469135802469135,0.1176470588235294,0.2620689655172414,162,5.460832452985943,0.2076502732240437,0.1432835820895522,0.8245330723432021,0.166843564456221,518,183,335,0.3272727272727272,0.3411173257977763,0.156680832650152,random,2,morgan,0.0
hERG_Ki,measurement,random_fold3,satisficing,0,0.02,0.85,gaussian,2187,546,5.422514279227764,0.4068168849519446,0.5652362787969374,0.7769540556497289,349,0.2741116751269035,0.0555555555555555,0.2960893854748603,197,5.422514279227764,0.254054054054054,0.1299093655589124,0.8080182901935168,0.180734159045697,516,185,331,0.4269340974212034,0.4583842753572684,0.1456721028484771,random,3,morgan,0.0
hERG_Ki,measurement,random_fold3,satisficing,1,0.02,0.85,gaussian,2187,546,5.422514279227764,0.4223788821823588,0.5590623820883462,0.7587894338770113,349,0.3857868020304568,0.0555555555555555,0.4189944134078212,197,5.422514279227764,0.2594594594594595,0.1419939577039275,0.7992732914183065,0.1859987206308796,516,185,331,0.3954154727793696,0.5203045258237836,0.1394516589782968,random,3,morgan,0.0
hERG_Ki,measurement,random_fold4,satisficing,0,0.02,0.85,gaussian,2187,546,5.419531455897478,0.4551823387031022,0.6477002890942061,0.7816147142498614,357,0.2222222222222222,0.1538461538461538,0.2272727272727272,189,5.419531455897478,0.1836734693877551,0.1128048780487804,0.8517608262817322,0.1440628061140951,524,196,328,0.3725490196078431,0.3759213126169778,0.1269244824867985,random,4,morgan,0.0
hERG_Ki,measurement,random_fold4,satisficing,1,0.02,0.85,gaussian,2187,546,5.419531455897478,0.4957234824083697,0.6765408979978217,0.7976851351200615,357,0.1481481481481481,0.4615384615384615,0.125,189,5.419531455897478,0.2193877551020408,0.0914634146341463,0.8445744151319065,0.1441228743526853,524,196,328,0.4033613445378151,0.5557073451645879,0.1121202724140478,random,4,morgan,0.0
