seed,mae,rmse,spearman,n_exact,violation_violation_rate,violation_right_violation_rate,violation_left_violation_rate,violation_n_censored,prediction_min,prediction_max,prediction_median,sigma_min,sigma_max,sigma_median
0,2.7543971360569413,3.029852681136366,0.10128010860627251,376,0.19775280898876405,0.5882352941176471,0.1822429906542056,445,0.9802966117858887,14.421958923339844,2.3399767875671387,1.7851481437683105,14.072321891784668,2.5812103748321533
1,2.9732813274859544,3.82100900255893,0.12069908467277729,376,0.37303370786516854,0.35294117647058826,0.37383177570093457,445,1.9476287364959717,18.684032440185547,4.042889595031738,1.7906179428100586,20.08553695678711,2.4052670001983643
