endpoint,granularity,split,treatment,seed,eps,tau,dist,n_train,n_test,threshold,acc_mae,acc_rmse,acc_spearman,acc_n_exact,viol_violation_rate,viol_right_violation_rate,viol_left_violation_rate,viol_n_censored,dec_threshold,dec_false_safe_rate,dec_false_liability_rate,dec_balanced_accuracy,dec_decision_regret,dec_n_resolvable,dec_n_positive,dec_n_negative,cov90,cov90_width,exceed_ece,constraint_fraction_q_ge_tau,constraint_mean_probability_shortfall,constraint_mean_probability,constraint_G_left,constraint_lambda_left,split_kind,fold,feature_set,constraint_G_right,constraint_lambda_right
CYP2C19_IC50,measurement,assay_fold3,satisficing,0,0.05,0.85,gaussian,3149,769,5.096910013008056,0.8231500651296245,1.0943680543504155,0.19147019864933365,393,0.425531914893617,0.8421052631578947,0.40336134453781514,376,5.096910013008056,0.484375,0.29084380610412924,0.6123905969479353,0.3449943067885521,749,192,557,0.183206106870229,0.43705188046221305,0.320655207109531,0.80119825708061,0.058370696557346155,0.892937239760327,0.031613223254680634,2.2131354808807373,assay,3,morgan,0.03197621926665306,1.7206400632858276
CYP2C19_IC50,measurement,assay_fold3,satisficing,1,0.05,0.85,gaussian,3149,769,5.096910013008056,0.802885124483553,1.0717791101107101,0.21136090309768604,393,0.4627659574468085,0.8421052631578947,0.4425770308123249,376,5.096910013008056,0.4791666666666667,0.2998204667863555,0.610506433273489,0.34883241164115547,749,192,557,0.19592875318066158,0.3928058965184637,0.31803451432800267,0.6830065359477124,0.08559736869974392,0.8504833941280207,0.0816403403878212,3.312926769256592,assay,3,morgan,0.03530162572860718,0.0
CYP2C19_IC50,measurement,assay_fold4,satisficing,0,0.05,0.85,gaussian,3154,764,5.086186147616283,0.8327536937557515,1.1238581869173654,0.20474277962377496,386,0.49206349206349204,1.0,0.4796747967479675,378,5.086186147616283,0.49760765550239233,0.291044776119403,0.6056737841891023,0.3437195543336921,745,209,536,0.20984455958549222,0.5198360576014582,0.30602803680919266,0.4400218102508179,0.2224346005020111,0.6845524822881414,0.028744304552674294,2.1573779582977295,assay,4,morgan,0.04070545360445976,0.0
CYP2C19_IC50,measurement,assay_fold4,satisficing,1,0.05,0.85,gaussian,3154,764,5.086186147616283,0.8176144261111075,1.1245777668000996,0.22244902365652142,386,0.4365079365079365,1.0,0.42276422764227645,378,5.086186147616283,0.569377990430622,0.21641791044776118,0.6071020495608084,0.3132580754679167,745,209,536,0.20207253886010362,0.42515218932399346,0.2881881985101048,0.7241003271537623,0.07177990059373818,0.8666768247843286,0.028567681089043617,4.5837860107421875,assay,4,morgan,0.0472099743783474,0.0
CYP2C19_IC50,measurement,document_fold0,satisficing,0,0.05,0.85,gaussian,3090,828,5.096910013008056,0.7386576834443501,1.0003582193913267,0.32368726287900595,386,0.31221719457013575,0.525,0.291044776119403,442,5.096910013008056,0.5235849056603774,0.15656565656565657,0.659924718886983,0.25580159664559887,806,212,594,0.23316062176165803,0.474027036219478,0.21815134036885853,0.8796610169491526,0.04586212195496064,0.9185572383842081,0.03560098260641098,3.059028148651123,document,0,morgan,0.0458122082054615,0.0
CYP2C19_IC50,measurement,document_fold0,satisficing,1,0.05,0.85,gaussian,3090,828,5.096910013008056,0.7492720723757086,1.003658953946059,0.25359465000480214,386,0.40271493212669685,0.675,0.3756218905472637,442,5.096910013008056,0.5094339622641509,0.2239057239057239,0.6333301569150626,0.30498426199201656,806,212,594,0.18911917098445596,0.4327711862509428,0.276848869688943,0.7401129943502824,0.07262286476688919,0.8674911239299424,0.04181257635354996,4.485112190246582,document,0,morgan,0.04402092844247818,0.0
CYP2C19_IC50,measurement,document_fold1,satisficing,0,0.05,0.85,gaussian,3256,662,5.086186147616283,0.7907418184032229,1.0800631389277067,0.2818168556050849,290,0.3790322580645161,0.8235294117647058,0.35774647887323946,372,5.086186147616283,0.5822784810126582,0.18376068376068377,0.616980417613329,0.29252716096090986,626,158,468,0.30344827586206896,0.6535267520329384,0.24491930333772377,0.6130434782608696,0.09969074524798355,0.821263416559461,0.06442010402679443,1.4420104026794434,document,1,morgan,0.009470874443650246,0.0
CYP2C19_IC50,measurement,document_fold1,satisficing,1,0.05,0.85,gaussian,3256,662,5.086186147616283,0.781398872950203,1.0414569050033136,0.27056812939298697,290,0.47043010752688175,0.8235294117647058,0.4535211267605634,372,5.086186147616283,0.5316455696202531,0.23931623931623933,0.6145190955317538,0.31522444957668627,626,158,468,0.23103448275862068,0.48981863082461796,0.2846164783221897,0.43369565217391304,0.1871037227659413,0.7178925538246994,0.029497886076569557,5.828847408294678,document,1,morgan,0.025581318885087967,0.0
CYP2C19_IC50,measurement,document_fold2,satisficing,0,0.05,0.85,gaussian,3047,871,5.102372908709558,0.7607961202871927,1.024736414224415,0.3056070034970653,342,0.44045368620037806,0.75,0.4178498985801217,529,5.102372908709558,0.43670886075949367,0.27436281859070466,0.6444641603249008,0.31312237654941844,825,158,667,0.21929824561403508,0.37390002784983983,0.29126554298053714,0.5864527629233511,0.13648715546895765,0.7901191357288726,0.03844087943434715,0.9041613340377808,document,2,morgan,0.024378271773457527,0.0
CYP2C19_IC50,measurement,document_fold2,satisficing,1,0.05,0.85,gaussian,3047,871,5.102372908709558,0.7852508425515229,1.0401347988626617,0.30630784598810085,342,0.3667296786389414,0.8055555555555556,0.33468559837728196,529,5.102372908709558,0.5063291139240507,0.20389805097451275,0.6448864175507183,0.2660703662918487,825,158,667,0.20760233918128654,0.4011665727086527,0.24820233044096873,0.9215686274509803,0.03713190304301406,0.9366523140419517,0.08240235596895218,11.022488594055176,document,2,morgan,0.013225415721535683,0.0
CYP2C19_IC50,measurement,document_fold3,satisficing,0,0.05,0.85,gaussian,3122,796,5.060480747381382,0.8984930772467502,1.2336586603798894,0.18451848566908227,369,0.3325526932084309,0.8888888888888888,0.32057416267942584,427,5.060480747381382,0.6118721461187214,0.12432432432432433,0.6319017647784771,0.26903684304449293,774,219,555,0.25745257452574527,0.6373776325861826,0.23577186735032948,0.7563025210084033,0.06132333842921971,0.8770401096271857,0.0534902960062027,4.98968505859375,document,3,morgan,0.018133996054530144,0.0
CYP2C19_IC50,measurement,document_fold3,satisficing,1,0.05,0.85,gaussian,3122,796,5.060480747381382,0.9296290581436675,1.2491220107547307,0.17461026819213454,369,0.3559718969555035,0.7777777777777778,0.34688995215311,427,5.060480747381382,0.6484018264840182,0.15315315315315314,0.5992225101814143,0.29469906351614844,774,219,555,0.1951219512195122,0.548429434729433,0.25847076815678804,0.6509803921568628,0.09602341772057624,0.8326967670627441,0.03066057153046131,6.3087568283081055,document,3,morgan,0.037806157022714615,0.0
CYP2C19_IC50,measurement,document_fold4,satisficing,0,0.05,0.85,gaussian,3157,761,5.086186147616283,0.7484187116452644,1.0736699298430348,0.25336089870611966,319,0.40497737556561086,0.85,0.38388625592417064,442,5.086186147616283,0.5414364640883977,0.20708955223880596,0.6257369918363981,0.2946149488625048,717,181,536,0.3385579937304075,0.5447361533849311,0.2576936582603311,0.7333333333333333,0.06423665228448064,0.8733197331115756,0.04281899333000183,3.762599468231201,document,4,morgan,0.038381919264793396,0.0
CYP2C19_IC50,measurement,document_fold4,satisficing,1,0.05,0.85,gaussian,3157,761,5.086186147616283,0.7506874623266347,1.0724427852884892,0.26613000978936613,319,0.36425339366515835,0.8,0.34360189573459715,442,5.086186147616283,0.5469613259668509,0.17723880597014927,0.6378999340314999,0.27309950387651694,717,181,536,0.322884012539185,0.5958929222349151,0.23400301878867538,0.7768361581920904,0.05647030522220623,0.8823399095584004,0.03546134755015373,1.5866153240203857,document,4,morgan,0.04583180695772171,1.9208431243896484
CYP2C19_IC50,measurement,random_fold0,satisficing,0,0.05,0.85,gaussian,3134,784,5.0915149811213505,0.6596289538797665,0.9047693910257518,0.39911685024380034,343,0.546485260770975,0.55,0.5463182897862233,441,5.0915149811213505,0.2864864864864865,0.2791519434628975,0.717180785025308,0.30823456201503757,751,185,566,0.35276967930029157,0.6538088628894602,0.25843462724450683,0.29983060417843027,0.29688546089786727,0.5891936774868021,0.029621604830026627,0.0,random,0,morgan,0.054718755185604095,0.6100417375564575
