endpoint,split,fold,seed,raw_cov,raw_width,raw_interval_score,conformal_cov,conformal_width,conformal_interval_score,mondrian_cov,mondrian_width,n_test_exact
CYP2C9:IC50,random,0,0,0.18790849673202614,0.3036225880080373,9.272202970743244,0.9003267973856209,2.8367959640454634,3.7604623787429903,0.9003267973856209,2.8367959640454634,612
CYP2C9:IC50,random,0,1,0.3431372549019608,0.5054502009967311,8.499718566889351,0.9101307189542484,2.8029457725183566,3.7952993278661777,0.9101307189542484,2.8029457725183566,612
CYP2C9:IC50,random,1,0,0.28434504792332266,0.49632207326346767,8.913211855741846,0.9041533546325878,2.7128785845194354,3.621290743918147,0.9041533546325878,2.7128785845194354,626
CYP2C9:IC50,random,1,1,0.4233226837060703,0.6504127463006165,7.798213763256636,0.9249201277955271,2.9663223800013485,3.688157628982875,0.9249201277955271,2.9663223800013485,626
CYP2C9:IC50,random,2,0,0.25859247135842883,0.4100194340377541,9.038611281320057,0.9214402618657938,3.4465221584431385,4.101010531786538,0.9214402618657938,3.4465221584431385,611
CYP2C9:IC50,random,2,1,0.4451718494271686,0.8131251657050491,7.640460968100571,0.8821603927986906,2.8664272288867343,3.983500317877929,0.8821603927986906,2.8664272288867343,611
CYP2C9:IC50,random,3,0,0.260655737704918,0.3932337125564595,8.17222016651903,0.9163934426229509,2.779199403792512,3.6822850432645438,0.9163934426229509,2.779199403792512,610
CYP2C9:IC50,random,3,1,0.30655737704918035,0.45501577650708114,7.488475603712144,0.8918032786885246,2.6873212695089963,3.6667097048654615,0.8918032786885246,2.6873212695089963,610
CYP2C9:IC50,random,4,0,0.25774877650897227,0.44972637770075374,8.873364003674059,0.9216965742251223,3.1899836072942382,4.122783684040019,0.9216965742251223,3.1899836072942382,613
CYP2C9:IC50,random,4,1,0.2707993474714519,0.48550354468803825,8.431622845061659,0.9102773246329527,2.817752500055972,3.731604303539624,0.9102773246329527,2.817752500055972,613
CYP2C9:IC50,scaffold,0,0,0.19652173913043477,0.3122287332000864,9.038937971091654,0.9217391304347826,2.7683526757080346,3.5731361636567605,0.9217391304347826,2.7683526757080346,575
CYP2C9:IC50,scaffold,0,1,0.24521739130434783,0.4754887808072967,8.43905431046358,0.8991304347826087,2.5952228277565283,3.7283075110114616,0.8991304347826087,2.5952228277565283,575
CYP2C9:IC50,scaffold,1,0,0.22106824925816024,0.5102407638166491,11.819585617518321,0.9124629080118695,3.3418740066489527,3.886832565522435,0.9124629080118695,3.3418740066489527,674
CYP2C9:IC50,scaffold,1,1,0.2166172106824926,0.44236728353955646,10.886312862905655,0.8976261127596439,2.9935210978283555,3.722066355412445,0.8976261127596439,2.9935210978283555,674
CYP2C9:IC50,scaffold,2,0,0.1783960720130933,0.3489540597696642,10.091966423076785,0.8821603927986906,2.608270392383459,3.594462467304179,0.8821603927986906,2.608270392383459,611
CYP2C9:IC50,scaffold,2,1,0.220949263502455,0.43908364287860036,9.69240098815253,0.8887070376432079,2.6683291416704487,3.6642808743262263,0.8887070376432079,2.6683291416704487,611
CYP2C9:IC50,scaffold,3,0,0.24027072758037224,0.6417106007884434,10.646320383420708,0.8900169204737732,3.215900616714175,4.180243072191567,0.8900169204737732,3.215900616714175,591
CYP2C9:IC50,scaffold,3,1,0.22673434856175972,0.46662599247174164,9.391884357150136,0.9001692047377327,2.898223139201651,3.8220937385529283,0.9001692047377327,2.898223139201651,591
CYP2C9:IC50,scaffold,4,0,0.17552334943639292,0.3580115130796794,10.078773162806154,0.9033816425120773,2.8916751623952055,3.835736451088612,0.9033816425120773,2.8916751623952055,621
CYP2C9:IC50,scaffold,4,1,0.2528180354267311,0.51793427977451,9.606423328760602,0.8921095008051529,2.91523317657526,3.9724350669715114,0.8921095008051529,2.91523317657526,621
CYP2C9:IC50,assay,0,0,0.21134751773049645,0.4907429464862895,11.734167092139216,0.8921985815602836,3.206024208132557,4.268502317185505,0.8921985815602836,3.206024208132557,705
CYP2C9:IC50,assay,0,1,0.15319148936170213,0.27694639150811867,12.20764338980443,0.8879432624113475,3.331336455021603,4.3989907160772725,0.8879432624113475,3.331336455021603,705
CYP2C9:IC50,assay,1,0,0.2582781456953642,0.5438109973982685,10.743829720792741,0.8625827814569537,3.109084208840253,4.360536670219139,0.8625827814569537,3.109084208840253,604
CYP2C9:IC50,assay,1,1,0.1456953642384106,0.3110713279250062,12.024847845885434,0.902317880794702,3.2333575560692167,4.148266831977842,0.902317880794702,3.2333575560692167,604
CYP2C9:IC50,assay,2,0,0.24358974358974358,0.5635083246763528,11.249121052024217,0.8131868131868132,2.5675643126108767,4.9726622318525715,0.8131868131868132,2.5675643126108767,546
CYP2C9:IC50,assay,2,1,0.14102564102564102,0.24603005470355763,13.308887526507338,0.7985347985347986,2.5783720031908235,5.133190693707947,0.7985347985347986,2.5783720031908235,546
CYP2C9:IC50,assay,3,0,0.1837916063675832,0.49426907027021344,14.694229993420063,0.7626628075253257,2.7342985958477803,5.261983632052103,0.7626628075253257,2.7342985958477803,691
CYP2C9:IC50,assay,3,1,0.15629522431259044,0.5112709377405834,16.223772301225463,0.8031837916063675,3.1777693639384315,5.217786130828181,0.8031837916063675,3.1777693639384315,691
CYP2C9:IC50,assay,4,0,0.20912547528517111,0.5426436678657934,12.396297402882597,0.7832699619771863,2.627714146597664,4.8664692086139185,0.7832699619771863,2.627714146597664,526
CYP2C9:IC50,assay,4,1,0.19771863117870722,0.496929474550899,12.922226186921135,0.8060836501901141,2.913738369784957,4.676564556736793,0.8060836501901141,2.913738369784957,526
